Tabel 2.  Gemiddeld aantal personenauto's per huishouden naar wijk, 1 januari 2023;;;;;
;;;;;
Wijknaam  ;Wijkcode ;Gemeentenaam;Gemeentecode ;Personenauto's per huishouden (afgerond);
Wijk 02 Bant;WK017102  ;Noordoostpolder                         ;GM0171;1,3;
Wijk 03 Luttelgeest;WK017103  ;Noordoostpolder                         ;GM0171;1,0;
Wijk 04 Marknesse;WK017104  ;Noordoostpolder                         ;GM0171;1,2;
Wijk 05 Kraggenburg;WK017105  ;Noordoostpolder                         ;GM0171;1,3;
Wijk 06 Ens;WK017106  ;Noordoostpolder                         ;GM0171;1,2;
Wijk 07 Nagele;WK017107  ;Noordoostpolder                         ;GM0171;1,3;
Wijk 08 Tollebeek;WK017108  ;Noordoostpolder                         ;GM0171;1,4;
Wijk 09 Espel;WK017109  ;Noordoostpolder                         ;GM0171;1,4;
Wijk 10 Creil;WK017110  ;Noordoostpolder                         ;GM0171;1,3;
Wijk 11 Rutten;WK017111  ;Noordoostpolder                         ;GM0171;1,3;
Wijk 12 Schokland;WK017112  ;Noordoostpolder                         ;GM0171;.;
Wijk 01 Binnenstad;WK017301  ;Oldenzaal                               ;GM0173;0,7;
Wijk 02 Het Inslag-De Kleies;WK017302  ;Oldenzaal                               ;GM0173;0,9;
Wijk 03 Glinde-Hooiland;WK017303  ;Oldenzaal                               ;GM0173;1,0;
Wijk 04 De Meijbree;WK017304  ;Oldenzaal                               ;GM0173;1,0;
Wijk 05 Haerbroek-Scholtenhoek;WK017305  ;Oldenzaal                               ;GM0173;1,2;
Wijk 06 Zuid-Berghuizen;WK017306  ;Oldenzaal                               ;GM0173;1,0;
Wijk 07 Hanzepoort;WK017307  ;Oldenzaal                               ;GM0173;.;
Wijk 08 Eekte-Hazewinkel;WK017308  ;Oldenzaal                               ;GM0173;1,6;
Wijk 09 Jufferbeek;WK017309  ;Oldenzaal                               ;GM0173;.;
Wijk 10 Het Hulsbeek;WK017310  ;Oldenzaal                               ;GM0173;1,2;
Wijk 11 De Thij;WK017311  ;Oldenzaal                               ;GM0173;1,1;
Wijk 12 De Graven Es;WK017312  ;Oldenzaal                               ;GM0173;1,3;
Wijk 13 De Essen;WK017313  ;Oldenzaal                               ;GM0173;1,2;
Wijk 14 Bekspring;WK017314  ;Oldenzaal                               ;GM0173;1,1;
Ommen;WK017501  ;Ommen                                   ;GM0175;1,2;
Arrien;WK017502  ;Ommen                                   ;GM0175;1,4;
Beerze;WK017503  ;Ommen                                   ;GM0175;1,6;
Beerzerveld;WK017504  ;Ommen                                   ;GM0175;1,6;
Dalmsholte;WK017505  ;Ommen                                   ;GM0175;1,7;
Giethmen;WK017506  ;Ommen                                   ;GM0175;1,5;
Lemele;WK017507  ;Ommen                                   ;GM0175;1,4;
Stegeren;WK017508  ;Ommen                                   ;GM0175;1,2;
Vilsteren;WK017509  ;Ommen                                   ;GM0175;1,4;
Vinkenbuurt;WK017510  ;Ommen                                   ;GM0175;1,7;
Witharen;WK017511  ;Ommen                                   ;GM0175;1,5;
Raalte;WK017701  ;Raalte                                  ;GM0177;1,1;
Luttenberg;WK017702  ;Raalte                                  ;GM0177;1,4;
Mariënheem;WK017703  ;Raalte                                  ;GM0177;1,4;
Nieuw Heeten;WK017704  ;Raalte                                  ;GM0177;1,4;
Heeten;WK017705  ;Raalte                                  ;GM0177;1,4;
Broekland;WK017706  ;Raalte                                  ;GM0177;1,5;
Heino;WK017707  ;Raalte                                  ;GM0177;1,3;
Lierderholthuis;WK017708  ;Raalte                                  ;GM0177;1,4;
Laag Zuthem;WK017709  ;Raalte                                  ;GM0177;1,5;
Wijk 00 Staphorst (kern);WK018000  ;Staphorst                               ;GM0180;1,4;
Wijk 01 Rouveen (kern);WK018001  ;Staphorst                               ;GM0180;1,6;
Wijk 02 Rouveen (buitengebied);WK018002  ;Staphorst                               ;GM0180;1,4;
Wijk 03 Staphorst (buitengebied);WK018003  ;Staphorst                               ;GM0180;1,6;
Wijk 04 IJhorst;WK018004  ;Staphorst                               ;GM0180;1,4;
Wijk 05 Punthorst;WK018005  ;Staphorst                               ;GM0180;1,6;
Wijk 06 Lankhorst;WK018006  ;Staphorst                               ;GM0180;2,0;
Wijk 07 Klooster;WK018007  ;Staphorst                               ;GM0180;.;
Wijk 00 Tubbergen;WK018300  ;Tubbergen                               ;GM0183;1,3;
Wijk 01 Albergen;WK018301  ;Tubbergen                               ;GM0183;1,5;
Wijk 02 Harbrinkhoek;WK018302  ;Tubbergen                               ;GM0183;1,5;
Wijk 03 Geesteren;WK018303  ;Tubbergen                               ;GM0183;1,4;
Wijk 04 Langeveen;WK018304  ;Tubbergen                               ;GM0183;1,5;
Wijk 05 Vasse;WK018305  ;Tubbergen                               ;GM0183;1,4;
Wijk 06 Reutum;WK018306  ;Tubbergen                               ;GM0183;1,4;
Wijk 07 Fleringen;WK018307  ;Tubbergen                               ;GM0183;1,5;
Wijk 00 Urk;WK018400  ;Urk                                     ;GM0184;1,1;
Wijk 00 Wierden (kern);WK018900  ;Wierden                                 ;GM0189;1,2;
Wijk 01 Landelijk gebied Wierden;WK018901  ;Wierden                                 ;GM0189;1,6;
Wijk 02 Hooge-Hexel;WK018902  ;Wierden                                 ;GM0189;1,5;
Wijk 03 Enter (kern);WK018903  ;Wierden                                 ;GM0189;1,3;
Wijk 04 Landelijk gebied Enter;WK018904  ;Wierden                                 ;GM0189;1,6;
Wijk 05 Rectum - Notter - Zuna;WK018905  ;Wierden                                 ;GM0189;1,7;
Wijk 10 Binnenstad;WK019310  ;Zwolle                                  ;GM0193;0,5;
Wijk 11 Diezerpoort;WK019311  ;Zwolle                                  ;GM0193;0,6;
Wijk 12 Wipstrik;WK019312  ;Zwolle                                  ;GM0193;0,8;
Wijk 13 Assendorp;WK019313  ;Zwolle                                  ;GM0193;0,6;
Wijk 14 Kamperpoort-Veerallee;WK019314  ;Zwolle                                  ;GM0193;0,6;
Wijk 20 Poort van Zwolle;WK019320  ;Zwolle                                  ;GM0193;1,2;
Wijk 21 Westenholte;WK019321  ;Zwolle                                  ;GM0193;1,1;
Wijk 22 Stadshagen;WK019322  ;Zwolle                                  ;GM0193;1,1;
Wijk 30 Holtenbroek;WK019330  ;Zwolle                                  ;GM0193;0,7;
Wijk 31 Aa-landen;WK019331  ;Zwolle                                  ;GM0193;0,9;
Wijk 32 Vechtlanden;WK019332  ;Zwolle                                  ;GM0193;1,6;
Wijk 40 Berkum;WK019340  ;Zwolle                                  ;GM0193;0,8;
Wijk 41 Marsweteringlanden;WK019341  ;Zwolle                                  ;GM0193;1,3;
Wijk 50 Schelle;WK019350  ;Zwolle                                  ;GM0193;1,0;
Wijk 51 Ittersum;WK019351  ;Zwolle                                  ;GM0193;0,9;
Wijk 52 Soestweteringlanden;WK019352  ;Zwolle                                  ;GM0193;1,4;
Wijk 01 Buitengebied Aalten;WK019701  ;Aalten                                  ;GM0197;1,5;
Wijk 02 Bredevoort;WK019702  ;Aalten                                  ;GM0197;1,3;
Wijk 03 Aalten Kern;WK019703  ;Aalten                                  ;GM0197;1,1;
Wijk 04 Dinxperlo;WK019704  ;Aalten                                  ;GM0197;1,2;
Centrum;WK020001  ;Apeldoorn                               ;GM0200;0,6;
West;WK020002  ;Apeldoorn                               ;GM0200;1,0;
Zuidwest;WK020003  ;Apeldoorn                               ;GM0200;1,1;
Zuid;WK020004  ;Apeldoorn                               ;GM0200;0,9;
Zuidoost;WK020005  ;Apeldoorn                               ;GM0200;1,0;
Oost;WK020006  ;Apeldoorn                               ;GM0200;1,1;
Noordoost;WK020007  ;Apeldoorn                               ;GM0200;1,0;
Noord;WK020008  ;Apeldoorn                               ;GM0200;1,0;
Uddel en omgeving;WK020010  ;Apeldoorn                               ;GM0200;1,4;
Hoog Soeren en Radio Kootwijk;WK020011  ;Apeldoorn                               ;GM0200;1,6;
Hoenderloo en omgeving;WK020012  ;Apeldoorn                               ;GM0200;1,3;
Loenen en omgeving;WK020013  ;Apeldoorn                               ;GM0200;1,4;
Beekbergen en omgeving;WK020014  ;Apeldoorn                               ;GM0200;1,2;
Lieren en omgeving;WK020015  ;Apeldoorn                               ;GM0200;1,5;
Klarenbeek en omgeving;WK020016  ;Apeldoorn                               ;GM0200;1,4;
Wenum Wiesel Beemte;WK020017  ;Apeldoorn                               ;GM0200;1,5;
Centrum;WK020201  ;Arnhem                                  ;GM0202;0,4;
Spijkerkwartier;WK020202  ;Arnhem                                  ;GM0202;0,4;
Arnhemse Broek;WK020203  ;Arnhem                                  ;GM0202;0,6;
Presikhaaf-West;WK020204  ;Arnhem                                  ;GM0202;0,7;
Presikhaaf-Oost;WK020205  ;Arnhem                                  ;GM0202;0,7;
St. Marten/Sonsbeek;WK020206  ;Arnhem                                  ;GM0202;0,6;
Klarendal;WK020207  ;Arnhem                                  ;GM0202;0,6;
Velperweg e.o.;WK020208  ;Arnhem                                  ;GM0202;0,8;
Alteveer/Cranevelt;WK020209  ;Arnhem                                  ;GM0202;0,9;
Geitenkamp;WK020210  ;Arnhem                                  ;GM0202;0,6;
Monnikenhuizen;WK020211  ;Arnhem                                  ;GM0202;0,9;
Burgemeesterswijk/Hoogkamp;WK020212  ;Arnhem                                  ;GM0202;0,9;
Schaarsbergen;WK020213  ;Arnhem                                  ;GM0202;1,1;
Heijenoord/Lombok;WK020214  ;Arnhem                                  ;GM0202;0,7;
Klingelbeek e.o.;WK020215  ;Arnhem                                  ;GM0202;1,1;
Malburgen-West;WK020216  ;Arnhem                                  ;GM0202;0,8;
Malburgen-Oost (Noord);WK020217  ;Arnhem                                  ;GM0202;0,8;
Malburgen-Oost (Zuid);WK020218  ;Arnhem                                  ;GM0202;0,7;
Vredenburg/Kronenburg;WK020219  ;Arnhem                                  ;GM0202;0,7;
Elden;WK020220  ;Arnhem                                  ;GM0202;1,1;
Elderveld;WK020221  ;Arnhem                                  ;GM0202;0,9;
De Laar;WK020222  ;Arnhem                                  ;GM0202;1,0;
Rijkerswoerd;WK020223  ;Arnhem                                  ;GM0202;1,1;
Schuytgraaf;WK020224  ;Arnhem                                  ;GM0202;1,1;
Wijk 54 Barneveld;WK020354  ;Barneveld                               ;GM0203;1,1;
Wijk 55 Voorthuizen;WK020355  ;Barneveld                               ;GM0203;1,3;
Wijk 56 Kootwijkerbroek;WK020356  ;Barneveld                               ;GM0203;1,4;
Wijk 57 Garderen;WK020357  ;Barneveld                               ;GM0203;1,4;
Wijk 58 Terschuur;WK020358  ;Barneveld                               ;GM0203;1,6;
Wijk 59 Stroe;WK020359  ;Barneveld                               ;GM0203;1,5;
Wijk 60 Zwartebroek;WK020360  ;Barneveld                               ;GM0203;1,4;
Wijk 61 De Glind;WK020361  ;Barneveld                               ;GM0203;0,8;
Wijk 62 Kootwijk;WK020362  ;Barneveld                               ;GM0203;1,4;
Wijk 63 Achterveld;WK020363  ;Barneveld                               ;GM0203;1,6;
Beuningen;WK020901  ;Beuningen                               ;GM0209;1,2;
Ewijk;WK020902  ;Beuningen                               ;GM0209;1,3;
Weurt;WK020903  ;Beuningen                               ;GM0209;1,2;
Winssen;WK020904  ;Beuningen                               ;GM0209;1,3;
Wijk 01 Empe;WK021301  ;Brummen                                 ;GM0213;1,6;
Wijk 02 Tonden;WK021302  ;Brummen                                 ;GM0213;1,5;
Wijk 03 Brummen;WK021303  ;Brummen                                 ;GM0213;1,2;
Wijk 04 Leuvenheim;WK021304  ;Brummen                                 ;GM0213;1,4;
Wijk 05 Hall;WK021305  ;Brummen                                 ;GM0213;1,4;
Wijk 06 Eerbeek;WK021306  ;Brummen                                 ;GM0213;1,2;
Wijk 00 Buren;WK021400  ;Buren                                   ;GM0214;1,3;
Wijk 01 Beusichem;WK021401  ;Buren                                   ;GM0214;1,4;
Wijk 02 Zoelen;WK021402  ;Buren                                   ;GM0214;1,4;
Wijk 03 Lienden;WK021403  ;Buren                                   ;GM0214;1,3;
Wijk 04 Ingen;WK021404  ;Buren                                   ;GM0214;1,4;
Wijk 05 Maurik;WK021405  ;Buren                                   ;GM0214;1,3;
Wijk 06 Ravenswaaij;WK021406  ;Buren                                   ;GM0214;1,5;
Culemborg Oost;WK021600  ;Culemborg                               ;GM0216;1,0;
Culemborg West;WK021601  ;Culemborg                               ;GM0216;1,1;
Wijk 01;WK022101  ;Doesburg                                ;GM0221;1,1;
Wijk 01 Doetinchem Centrum;WK022201  ;Doetinchem                              ;GM0222;0,9;
Wijk 02;WK022202  ;Doetinchem                              ;GM0222;0,9;
Wijk 03;WK022203  ;Doetinchem                              ;GM0222;1,0;
Wijk 04;WK022204  ;Doetinchem                              ;GM0222;1,2;
Wijk 05;WK022205  ;Doetinchem                              ;GM0222;1,0;
Wijk 06;WK022206  ;Doetinchem                              ;GM0222;1,1;
Wijk 07;WK022207  ;Doetinchem                              ;GM0222;1,1;
Wijk 08;WK022208  ;Doetinchem                              ;GM0222;1,2;
Wijk 09;WK022209  ;Doetinchem                              ;GM0222;1,0;
Wijk 11 Buitengebied Doetinchem;WK022211  ;Doetinchem                              ;GM0222;1,2;
Wijk 31 Wehl;WK022231  ;Doetinchem                              ;GM0222;1,3;
Druten;WK022500  ;Druten                                  ;GM0225;1,2;
Puiflijk;WK022501  ;Druten                                  ;GM0225;1,4;
Afferden;WK022502  ;Druten                                  ;GM0225;1,4;
Deest;WK022503  ;Druten                                  ;GM0225;1,2;
Horssen;WK022504  ;Druten                                  ;GM0225;1,4;
Wijk 01 Bedrijventerrein;WK022601  ;Duiven                                  ;GM0226;.;
Wijk 02 Buitengebied;WK022602  ;Duiven                                  ;GM0226;1,7;
Wijk 03 Duiven-Noord;WK022603  ;Duiven                                  ;GM0226;1,1;
Wijk 04 Duiven-Zuid;WK022604  ;Duiven                                  ;GM0226;1,2;
Wijk 05 Groessen;WK022605  ;Duiven                                  ;GM0226;1,5;
Wijk 06 Loo;WK022606  ;Duiven                                  ;GM0226;1,4;
Ede-Oost;WK022801  ;Ede                                     ;GM0228;0,9;
Ede-West;WK022802  ;Ede                                     ;GM0228;0,9;
Ede-Veldhuizen;WK022803  ;Ede                                     ;GM0228;0,9;
